_id,ciudad,contrato,descripcion,empresa,horario,origen,rating_empresa,requerimientos,salario,titulo,url_oferta
computrabajo_31269d62ffd1898783e82f159112ca98,"Bogotá, D.C.",Contrato a término fijo,"¡HAZ PARTE DEL MEJOR EQUIPO A NIVEL GLOBAL!¡Somos expertos en interacciones entre personas, lo que nos brinda la ventaja de ofrecer una experiencia superior en cada contacto!¡En TP conectamos a través del conocimiento, tecnología y experiencia en el mercado!Beneficios:•    Tendrás respuesta inmediata al proceso de selección.•    Capacitación contratada desde el primer día.•    Tendrás todas tus prestaciones de ley, pagos quincenales y diferentes incentivos para aumentar tu salario.•    SMMLV, Comisiones sin techo. •    Oportunidades de crecimiento personal y laboral.Requisitos:Para ser parte de nuestro equipo de trabajo lo único que se requiere personal desde bachiller académico con experiencia laboral mínima de 6 meses en el área comercial o en servicio al cliente, con cumplimiento de metas e indicadores, ventas con comisiones altas, retención, fidelización o cobranza aplica de manera presencial o call center, certificable. Si quieres hacer parte de la empresa más TOP y cumples con el perfil aplica a la oferta y nos estaremos comunicando contigo para brindarte más información.",Teleperformance Colombia,Tiempo Parcial,computrabajo,"4,25","Educación mínima: Bachillerato / Educación Media
",,"Bachilleres con experiencias formales de 6 meses en retención o areas comerciales, trabajo presencial BP",https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-bachilleres-con-experiencias-formales-de-6-meses-en-retencion-o-areas-comerciales-trabajo-presencial-bp-en-bogota-dc-E1BB0A10BDF0E35C61373E686DCF3405#lc=ListOffers-Score-8
computrabajo_694e65935ad92e46d65f84ff7b0bd66e,"Bogotá, D.C.",Contrato de Obra o labor,"CONDICIONES SALARIALESSalario Básico: 2.000.000 + Prestaciones de LeyAuxilio Comunicación: 60.000Comisiones 100%: 350.000 de acuerdo a los KPI establecidoJornada Laboral : Lunes a Sabado Horario 8:00am - 5:00pmFUNCIONES PRINCIPALESDe Reporte de Ventas, cuotas e InventarioLiquidación de comisiones e incentivosManejo de Power BIHacer seguimiento de cumplimiento de cuotas por punto de ventaHacer seguimiento de cumplimiento de cuotas por lanzamientoHacer seguimiento de cumplimiento de cuotas por promociónHacer seguimiento de Sell In por cadenaAnálisis de inventario con respecto a obsolescencias, coberturas y quiebres de stockEnvió de reporte de ventas a retailersEnvío de Información mensual acerca de portafolio de productos a clientesEstrategias basada en orígenes de datosElaboración de Proof's (promociones, actividades, lanzamientos, post mortem y Day One.Reporte estatus de bajas y ofertasReportes e informes mensuales",OHLA TOUCH COLOMBIA S.A.S,Tiempo Completo,computrabajo,"4,50","Educación mínima: Universidad / Carrera tecnológica
2 años de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 2.500.000,00 (Mensual)",Analista Senior BI - Contratación inmediata,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-senior-bi-contratacion-inmediata-en-bogota-dc-1FF324D7394BB85A61373E686DCF3405#lc=ListOffers-Score-9
computrabajo_9a9a7be722c399da1abbc94c150fd420,"Bogotá, D.C.",Contrato a término indefinido,"Importante empresa ubicada al sur requiere tecnólogo en carreras informáticas o diseño, con experiencia mínima de dos años en administración de paginas web en WordPress y Joomla, indispensable conocimiento en estándares W3C y SSL, servidores Windows y Linux. preferiblemente conocimiento en PHP, SQL, y HTML5. Trabajo presencial. Contrato a termino indefinido, salario promedio $4.000.000",Aplicar,Tiempo Completo,computrabajo,,"Educación mínima: Universidad / Carrera tecnológica
2 años de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 3.600.000,00 (Mensual)",Web Master - programador en PHP,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-web-master-programador-en-php-en-bogota-dc-8CD455433392D38961373E686DCF3405#lc=ListOffers-Score-10
computrabajo_6b7c0e1d6fa0fa6387b3e9ea71f10ead,"Bogotá, D.C.",Contrato a término indefinido,"Haz parte de nuestra gran familia !!Estamos en busqueda de asesores con minimo 3 meses de experiencia en áreas de ventas presencial o call center, retención, cobranzas y venta cruzada. Debe ser bachiller, técnico o tecnólogo culminado.Contrato a término indefinidoSalario: 1`160.0000 + Aux de transporte +variable desde $150.000 hasta 700.000+  todo lo de ley.Lugar de trabajo: Sede Américas: Cra 56 # 9-91Capacitación 11 días pagos $10.000 virtual $11.000 presencial¡Haz parte de nuestra gran familia!",VENTAS Y SERVICIOS S.A.,Tiempo Completo,computrabajo,"4,11","Educación mínima: Bachillerato / Educación Media
Menos de 1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.160.000,00 (Mensual)",Gran convocatoria Asesor de cobranza Grupo Aval - Contrato indefinido Sede Americas,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-gran-convocatoria-asesor-de-cobranza-grupo-aval-contrato-indefinido-sede-americas-en-bogota-dc-BDB0973285F8B9DB61373E686DCF3405#lc=ListOffers-Score-11
computrabajo_40f828d766a079943def64cab131a8eb,"Bogotá, D.C.",Contrato de Obra o labor,"Se requiere para contratación inmediata personal masculino para el cargo de recolector,  en institución educativa  sector alimentos: Conocimientos de rotación de mercancía y almacenamiento.Manejo de inventarios, almacenamiento de cajas.Conocimiento en alistamiento y distribución de pedidos.Conocimientos en manipulación de alimentos.Habilidades numéricas (sumar, restar, multiplicar, dividir).Funciones: Recoger y entregar oportunamente las mercancías que se le asigne cuidando que el manejo de las mismas no dañe su calidad.Organizar los reportes de “alistamiento por punto”, según las rutas establecidas.Rotular las canastillas del pedido con el nombre del producto de venta de destino.Ubicar el pedido en el área  establecida para la zona asignada, identificando el nombre del punto de ventaVerificar que los productos despachados coincidan con lo solicitado y en caso de enviar cantidades superiores o inferiores escribir con esfero la cantidad que se aumentó o disminuyoLavado de utensilios cocina, trampas de grasa, campanas, equipos de cocina, Stewart. Limpieza y desinfección de salones Clasificación de basuras, cambio de bolsa para cambio de turno y envío al chut de basuras Limpieza y aseo general de los puntosHorarios:Lunes a sábado turnos rotativos de 8 horas labora de 1 a 2 domingos al mes Salario: 1.187.300 +Prestaciones de ley +Bonificación alimentaria NO DUDES EN POSTULARTE",MISION TEMPORAL,Tiempo Completo,computrabajo,"4,26","Educación mínima: Bachillerato / Educación Media
1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.187.000,00 (Mensual)",Operario logístico y aseo / recolector - Sector alimentos  Bogota Urgente,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-logistico-y-aseo-recolector-sector-alimentos-bogota-urgente-en-bogota-dc-897AEF71F035795761373E686DCF3405#lc=ListOffers-Score-12
computrabajo_c1c9880c972ff23c26a495712a01dc66,"Bogotá, D.C.",Contrato a término indefinido,"¡Autonal está en la búsqueda del mejor equipo Talento Humano! Por este motivo estamos requiriendo: Conductor pase C1  para realizar las actividades de movilización de los vehículos para la sede CHIA necesarias que se encuentren en las salas de ventas, realizar seguimiento al estado de los vehículos para lograr de esta manera que se mantenga el orden y que cada vehículo movilizado cumpla con las expectativas del cliente.(Indispensable licencia de Conducción C1). Salario: $1.160.000 + Auxilio Garantizado $76.000 Lugar de trabajo CHIA contamos con servicio de ruta Si tienes experiencia como mínimo de dos años en el cargo, aplica y haz parte de esta gran familia.",Autonal,Tiempo Completo,computrabajo,,"Educación mínima: Universidad / Carrera tecnológica
2 años de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
",,Movilizador de vehiculos - Zona Norte,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-movilizador-de-vehiculos-zona-norte-en-bogota-dc-26B60FEB67B573AE61373E686DCF3405#lc=ListOffers-Score-13
computrabajo_3cb564d9e962dd3848a6ea9e3debcd8d,"Bogotá, D.C.",Contrato de Obra o labor,"Reconocida empresa del sector logistico requiere vincular Profesionales en arquitectura o ingenieria civil.Experiencia minima de 2 años realizando funciones como residente de obra, apertura de mercado, contacto con clientes internos y externos, asesoria de clientes de obras entre otras.Salario: $ 1.850.000 + ( Comision hasta de $1.100.000 ) + Prestaciones de leyHorario: Lunes a viernes Horario de oficina sabados cuando se requiera no domingos ni festivos.Si estas interesado y cumples con el perfil adjunta tu hoja de vida nos comunicaremos lo mas pronto posible",Aplicar,Tiempo Completo,computrabajo,,"Educación mínima: Universidad / Carrera Profesional
2 años de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 2.500.000,00 (Mensual)",Residente de obra Asesor Comercial - Bogotà,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-residente-de-obra-asesor-comercial-bogota-en-bogota-dc-5B515C0DFF3C3ACE61373E686DCF3405#lc=ListOffers-Score-14
computrabajo_d93a3d7a2a86c35c8f027db857500374,"Bogotá, D.C.",Contrato a término indefinido,"¡¡Estamos en búsqueda del mejor talento comercial!!Si cuentas con 4 meses certificados de experiencia en ventas (presenciales o telefónicas), y te interesa el sector financiero, postúlate para workear con una compañía estable y solida que te brinda todas las herramientas para una labor exitosa. Oferta laboral:Tipo de contrato: IndefinidoSalario: $ SMLV + Variable hasta de $1.500.000 + prestaciones de ley. Horario: Turnos Rotativos: Lunes a Viernes de 7:00 a.m. a 8:00 p.m. y sábados 7:00am a 4:00pm Funciones: Venta créditos de consumo y libranza Sede de trabajo: Sede Centro – FincomercioDías capacitación: 15 díasSi te encuentras interesado en la vacante y cumples con los requerimientos de la empresa no dudes en aplicar, que inmediatamente serás contactado para agendar una entrevista virtual e iniciar el 2023 como todo un workeador",VENTAS Y SERVICIOS S.A.,Tiempo Completo,computrabajo,"4,11","Educación mínima: Bachillerato / Educación Media
Menos de 1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
",,Asesor comercial - Financiero grupo aval,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-financiero-grupo-aval-en-bogota-dc-09A9BC1120932E5761373E686DCF3405#lc=ListOffers-Score-15
computrabajo_d36fd81d1c268fea3dcc583a927c0298,"Bogotá, D.C.",Contrato de Obra o labor,"¡Trabaja con nosotros! Nos encontramos en búsqueda de un Formador para una campaña Gubernamental.Debes ser profesional en ingeniería de sistemas, electrónica, telecomunicaciones, industrial, administración de empresas, contaduría, finanzas o economía.Con experiencia mínima de 2 años en cargos de capacitación en empresas de servicios de Contact center.  Salario: $ 2.681.100Horario: lunes a Sábado 6am - 10pm, (turnos 8 horas) Contrato: Obra labor.",Aplicar,Tiempo Completo,computrabajo,,"Educación mínima: Universidad / Carrera Profesional
2 años de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 2.681.100,00 (Mensual)",Formador Profesional Graduado - Experiencia en Call center,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-formador-profesional-graduado-experiencia-en-call-center-en-bogota-dc-C33E90C5FAF99E2661373E686DCF3405#lc=ListOffers-Score-16
computrabajo_796ab34e1d2024301b5e66e078f06b86,"Bogotá, D.C.",Contrato de Obra o labor,"PERFIL QUE SOLICITAMOS : * Bachilleres o estudiantes de técnico , tecnólogo o profesional /  universidad nocturna  *Experiencia de 6 meses en ventas preferiblemente en mercado español FUNCIONES: Ventas en frio a clientes españolesHorario: lunes a viernes normal 6ama 3pm y en verano (de españa se trabaja en el horario de 7am a 4pm )•	Ojo los festivos de colombia se trabajan - solo se tienen en cuenta festivos de españaSALARIOS:$ 1.200.000 SIN TECHO  + Variable $500.000+ aux de transporte con todas las prestaciones de ley pagos quincenales Se va a realizar un seminario previo a la contratación tiene una duración de 7 días Fecha inicio  3 FEBRERO y cada día es  pago a  $10.000 pesos por día y este pago se realiza en la primera o segunda quincena del mes después de la firma de contrato .MODALIDAD : PRESENCIALSEDE : Carvajal  Av. El Dorado #90 - 10, Bogotá",AMERICAS BUSINESS PROCESS SERVICES S.A,Tiempo Completo,computrabajo,"4,15","Educación mínima: Bachillerato / Educación Media
Menos de 1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.840.000,00 (Mensual)",Agentes con experiencia de 6 meses en ventas - formal y certificable,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-agentes-con-experiencia-de-6-meses-en-ventas-formal-y-certificable-en-bogota-dc-0C6AB92A0D0F1DE261373E686DCF3405#lc=ListOffers-Score-17
computrabajo_cdf7623d860038e3983c09dd5af4521b,"Bogotá, D.C.",Contrato de Obra o labor,"Reconocida institución educativa requiere auxiliares de cocina para alistar y procesar la materia prima que se le haya programado, de conformidad con el histórico de ventas y cumpliendo con las especificaciones de las recetas estándar, y entregar el producto terminado a las áreas de servicio que lo requieran.Contar con experiencia realizando desayunos y almuerzos Experiencia de un año certificadaSalario: $1.187.300+ prestaciones legales + recargosHorarios rotativos: Lunes a Sabado con disponibilidad de laborar los domingo con turnos rotativos de 8 horasBeneficio de alimentación por el costo de $12.000 mensuales, correspondientes a dos comidas durante la jornada laboral, por ejemplo, en el primer turno se ofrecen onces y almuerzo.",MISION TEMPORAL,Tiempo Completo,computrabajo,"4,26","Educación mínima: Bachillerato / Educación Media
1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.187.300,00 (Mensual)",auxiliar de cocina - Bogotá urgente,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-cocina-bogota-urgente-en-bogota-dc-4E67C7E4C8C3A61061373E686DCF3405#lc=ListOffers-Score-18
computrabajo_144715821022b87e5b3e605d69ba39ff,"Bogotá, D.C.",Contrato ocasional de trabajo,"Importantes hoteles de  4 y 5 estrellas de la ciudad de Bogotá, requieren para su equipo de trabajo CAMARERAS/OS Ó AUXILIARES DE ASEO CON EXPERIENCIA EN EMPRESAS DE ASEO, deben ser personas con alto grado de responsabilidad y compromiso, excelente actitud para laborar en un horario de Domingo a domingo (día compensatorio), turnos de 8 horas.Salario de $1.200.000 + auxilio de trasporte + beneficio de alimentación + todas las prestaciones de ley + recargos.Si estas interesado y deseas laborar con nosotros presentarse en Cr 19 44 - 27 Barrio Palermo Norte a las 8:00 am o 2:00 pm, estación de Transmilenio mas cercana es la de la Calle 45,  con la hoja de vida diligenciada y copia de la cédula al 150%, certificado de estudio, certificado laboral. Respuesta Inmediata. Preguntar por ANDREA SORA.Esperamos que formes parte de nuestro equipo de trabajo!, anímate!!!",ASIGNAR S.A.S,Tiempo Completo,computrabajo,"4,01","Educación mínima: Educación Básica Secundaria
Menos de 1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.200.000,00 (Mensual)",Camarero/a/operario de aseo - Contratacion inmediata,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-camareroaoperario-de-aseo-contratacion-inmediata-en-bogota-dc-180DD8D4C53B7EC761373E686DCF3405#lc=ListOffers-Score-19
computrabajo_4ad30586f42e6142ef87293307cc8c49,"Bogotá, D.C.",Contrato de Obra o labor,"Importante empresa de servicios temporales requiere para su equipo de trabajo auxiliar contable, que cuente con experiencia en el manejo de conciliaciones bancarias, manejo de recibos de caja, causaciones, pago a proveedores, debe de ser técnico o tecnólogo en contabilidad y finanzas o carreras relacionadas, y contar con conocimiento en Excel Intermedio Preferiblemente que cuente con conocimiento en el manejo del aplicativo HELISA (opcional). Se manejan horarios de lunes a viernes de 7:45 am a 5:30 pm Salario a convenir",Supernumerarios S.A.S,Tiempo Parcial,computrabajo,,"Educación mínima: Universidad / Carrera técnica
1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
",,auxiliar contable zona norte - Urgente,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-contable-zona-norte-urgente-en-bogota-dc-0D55C6A1854D434161373E686DCF3405#lc=ListOffers-Score-0
computrabajo_bfd6af6af15fee6bd17dc9024d2d50cf,"Bogotá, D.C.",Contrato a término indefinido,"Importante empresa del sector se encuentra en búsqueda de nuevo talento comercial, que cuente con un año de experiencia como asesor comercial pymes en venta de productos INTANGIBLES, bachiller.Ofrecemos:-Salario fijo quincenal + bono por cumplimiento + prestaciones sociales y auxilio de transporte + más comisiones sin techo, 100% prestacionales - Horario de oficina / lunes a viernes 7:30am a 5:30pm Y sábados 8:00am  a 12:00pm- Contrato a termino indefinido directo con la compañía- Primero firmas contrato y después inicias capacitación - Bono por cumplimiento de metas- Beneficios extralegalesServicio médico domiciliario gratuita,  tarifa preferencial para tu familia y póliza de vida",Aplicar,Tiempo Completo,computrabajo,,"Educación mínima: Educación Básica Secundaria
1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.300.000,00 (Mensual)",Ejecutivo comercial visita a empresas - basico y comisiones sin techo,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-comercial-visita-a-empresas-basico-y-comisiones-sin-techo-en-bogota-dc-9AE841828407B54D61373E686DCF3405#lc=ListOffers-Score-1
computrabajo_4cb5c6b6a5dc4eeb7ceea08b2c2b33d4,"Bogotá, D.C.",Contrato a término indefinido,"Importante empresa del sector se encuentra en búsqueda de nuevo talento comercial, que cuente con un año de experiencia como asesor comercial pymes en venta de productos INTANGIBLES, bachiller.Ofrecemos:-Salario fijo quincenal + bono por cumplimiento + prestaciones sociales y auxilio de transporte + más comisiones sin techo, 100% prestacionales - Horario de oficina / lunes a viernes 7:30am a 5:30pm Y sábados 8:00am  a 12:00pm- Contrato a termino indefinido directo con la compañía- Primero firmas contrato y después inicias capacitación - Bono por cumplimiento de metas- Beneficios extralegalesServicio médico domiciliario gratuita,  tarifa preferencial para tu familia y póliza de vida",Aplicar,Tiempo Completo,computrabajo,,"Educación mínima: Educación Básica Secundaria
1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.300.000,00 (Mensual)",Asesor comercial externo - contrato directo compañia,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-externo-contrato-directo-compania-en-bogota-dc-BD03EB61B586E2A461373E686DCF3405#lc=ListOffers-Score-2
computrabajo_9728e5dd9c5f0c33185a3fba12acea8a,"Bogotá, D.C.",Contrato de Obra o labor,"Importante empresa del sector de Servicios requiere para su equipo de trabajo, personal con experiencia mínima de 6 meses en Llamar a clientes para cobrar obligaciones pendientes, LUGAR DE TRABAJO CERCA DE LA ESTACION DE TRANSMILENIO PEPE SIERRA. para laborar en un Horario de Lunes a Viernes de 7:30 am a 5:30 pm y Sabados de 8:00 am a 11:00 am. Salario: SMLV + Prestaciones de ley+ Comisiones + Contratación inmediata.",Aplicar,Tiempo Completo,computrabajo,,"Educación mínima: Educación Básica Secundaria
Menos de 1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.600.000,00 (Mensual)",Asesor Call center Cobranza en Bogotá - Cobro de cartera cobranza Lugar trabajo Usaquen,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-call-center-cobranza-en-bogota-cobro-de-cartera-cobranza-lugar-trabajo-usaquen-en-bogota-dc-9184FD0157902E3261373E686DCF3405#lc=ListOffers-Score-3
computrabajo_68113c10464c15f26105b79a15e962ad,"Bogotá, D.C.",Contrato a término fijo,"Se solicita personal con experiencia en cocina como auxiliares de alimentación en restaurantes, con experiencia en lavado de menaje, utensilios, ayuda en la preparación de alimentos, atender la línea, preparación de ensaladas y jugos, empaque de alimentos.  Salario: 1.165.000 + prestaciones de ley + recargos Horario: Domingo a domingo con un día compensatorio a la semana Ubicación: Aeropuerto",SODEXO S.A.S,Tiempo Completo,computrabajo,"4,32","Educación mínima: Educación Básica Primaria
1 año de experiencia
Edad: A partir de 18 años
","$ 1.165.000,00 (Mensual)",Se solicita Steward,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-se-solicita-steward-bogota-en-bogota-dc-FEFD46C1DAA40DDC61373E686DCF3405#lc=ListOffers-Score-4
computrabajo_b93587205ecbba96ebc969eb3dbad1cd,"Bogotá, D.C.",Contrato de Obra o labor,"Importante empresa del sector de Transporte requiere para su equipo de trabajo Director Operativo Hombre, Profesional en Ingenierias, Logistica, Procesos, Administración de Empresas o carreras afines, con una experiencia mínima de 3 años en empresas de transporte especial o transporte de carga. Y con conocimientos en: Control de presupuesto, costos, ingresos de los proyectos, Informes de gestión para toma de decisiones de la Alta Gerencia, Negociación de productos, servicios, pqrs, manejo de KPI del área, control, seguimiento y mejoramiento, Aportar su conocimiento a los procesos del departamento operativo de la empresa. Para laborar en un Horario de Lunes a Viernes de 7:00 am a 4:30 pm y Sabados de 9:00 am a 12:00 pm. Salario: $2.500.000 SALARIO NEGOCIABLE DE ACUERDO A LA EXPERIENCIA + Auxilio de Alimentacion + Prestaciones de ley+ Comisiones + Contratación inmediata.",Aplicar,Tiempo Completo,computrabajo,,"Educación mínima: Universidad / Carrera Profesional
3 años de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 2.500.000,00 (Mensual)",Director Operativo Hombre en Bogotá - Transporte  especial Turismo Bus Viajes carga,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-director-operativo-hombre-en-bogota-transporte-especial-turismo-bus-viajes-carga-en-bogota-dc-604A36132EF6E3B561373E686DCF3405#lc=ListOffers-Score-5
computrabajo_b343c68da558c327261abbe4570f04f2,"Bogotá, D.C.",Contrato de Obra o labor,"¡Hola! ¿En busca de algo mejor para ti y tu familia? Somos una gran comunidad que lleva más de 20 años en el mercado. Contamos con grandes aliados estratégicos, como; universidades, entretenimiento familiar, entidades financieras y mucho más. Somos un Importante BPO y nos encontramos en busca de personal apasionado, con alto nivel de responsabilidad, adaptabilidad al cambio y con fortalezas para trabajo individual y en equipo, para cumplir exitosamente con el desarrollo de sus funciones.EN ESTA OCASIÓN SOLICITAMOS COLABORADORES QUE CUENTEN CON:Bachiller SIN EXPERIENCIA LABORAL Las funciones que cumplirás son: Realizar validación y brindar servicio de soporte a transacciones financieras. ¿Qué ofrecemos?SALARIO PROMEDIO: $1.160.000 + variable de $54.200 + auxilio de transporte y todas las prestaciones de leyTENEMOS CONVENIO CON BANCOLOMBIA PARA EL PAGO DE NÓMINA.REALIZAMOS PAGOS QUINCENALES Y MUY PUNTUALES. HORARIO DE LA CAMPAÑA: Lunes  a Sábados con disponibilidad de trabajar 2 Domingos al mes, 8 horas diarias Contrato: obra labor (Contarás con 12 días de seminario taller para conocer todo lo que necesitas saber, cada día pago a $10.000) HERRAMIENTAS: Los postulantes deben contar con computador de uso propio e internet de mínimo 10 megas para el seminario que se realizará en los días y horarios establecidos. Contamos con beneficios y/o descuentos en compra de productos y servicios al afiliarte con Cooperativa de Empleados; de igual forma contamos con Aliados como: Open English, K-Tronix, EMI, Emermédica, Uniminuto, EPS Sanitas, Coorserpark, entre otros. Anímate a participar en el proceso, con actitud ganadora podrás hacer parte de nuestra increíble familia.“No admires el éxito, admira el esfuerzo necesario para conseguirlo”",AMERICAS BUSINESS PROCESS SERVICES S.A,Tiempo Completo,computrabajo,"4,15","Educación mínima: Bachillerato / Educación Media
Conocimientos: Microsoft Office
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.160.000,00 (Mensual)",Bachiller - Sin Experiencia laboral,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-bachiller-sin-experiencia-laboral-en-bogota-dc-BB5DEBE0C5B79A0E61373E686DCF3405#lc=ListOffers-Score-6
computrabajo_6ba6fd8387ec945464887f66018d2b58,"Bogotá, D.C.",Contrato de Obra o labor,"Importante Empresa del sector de Empaques Flexibles necesita para su equipo de trabajo Impresor flexográfico de 6 Colores con 2 años de experiencia en el cargo en el area de plasticos o flexografia. Para realizar funciones como: Encendido de Máquina de Impresión, Verificar Estado de Sistema de Compresión de Aire (Compresor), Verificar Estado de Sistema de Refrigeración (Chiller), Verificar Estado de Sistema de Secado (Calefacción), Verificar Ficha Técnica de Producto, Montaje de Anillos y Rodillos, Ajustar Parámetros de Impresión, Prensar, Registrar, Ajustes de Tonos, Extraer Muestra y Entregar a Control de Calidad para Aprobación, Inicio de Rodaje, Diligenciar Ficha Técnica de Producto, Verificar Parámetros de Impresión en Proceso, Desmontar Rollo de Material Impreso, Verificar la liquidación de la orden de producción, Verificar entrega de material impreso, Verificar limpieza y entrega de los fotopolímeros a montaje para su almacenamiento. Para laborar en un Horario de Lunes a Viernes 7:00 am a 5:30 pm y Sábados hasta medio dia. Salario:$2.000.000 + Prestaciones de Ley + Contrato directamente con la empresa.",Aplicar,Tiempo Completo,computrabajo,,"Educación mínima: Universidad / Carrera técnica
2 años de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 2.000.000,00 (Mensual)",Impresor Flexográfico de 6 Colores en Bogotá - impresor 6 colores plastico flexografia,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-impresor-flexografico-de-6-colores-en-bogota-impresor-6-colores-plastico-flexografia-en-bogota-dc-B813B86F6C8993F661373E686DCF3405#lc=ListOffers-Score-7
computrabajo_0b3a380534658556c9109cc4aeea4842,"Bogotá, D.C.",Contrato de Obra o labor,"Importante empresa del sector salud requiere de Auxiliar de despacho motorizado con experiencia de 1 año en transporte de dispositivos médicos o artículos de cuidado, indispensable ser bachiller con documentación en regla, con habilidades en Excel, Word, persona con buenas habilidades comunicativas y comprometido, proactiva, dinámica, organizada, buena actitud.*Indispensable contar con vehículo propio (Moto) con documentos al día**Indispensable contar con licencia C1 para manejar VANS*Salario: $1´200.000 + $ 200.000 Fijos No prestacionales + $200.000 Aux. de rodamiento + todas las prestaciones de leyHorario: lunes a viernes (7:00 am a 5:00pm) sábados (8:00am a 12:00m)Contrato obra y/o labor *Pago quincenal*Ofrecemos: Estabilidad laboral y crecimiento profesional",GRUPO ALIANZA,Tiempo Completo,computrabajo,"3,95","Educación mínima: Bachillerato / Educación Media
1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.400.000,00 (Mensual)",Auxiliar de despacho Motorizado,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-despacho-motorizado-en-bogota-dc-851F60168DD5747961373E686DCF3405#lc=ListOffers-Score-8
computrabajo_f12a8b185071670b01fdc16ce6a0bdc8,"Bogotá, D.C.",Contrato de Obra o labor,"Importante empresa del sector de Servicios requiere para su equipo de trabajo, personal con experiencia mínima 1 año en el cargo, Debe ser Tecnico o Tecnologo en mantenimiento industrial, mecánico o electromecánico y con conocimientos especificos en Manejo de maquinas y herramientas, como fresadora, torno y herramientas manuales. Para laborar en un Horario de TURNOS ROTATIVOS de Lunes a Sabado de 5:00 am a 1:00 pm - 1:00 pm a 9:00 pm - 9:00 pm a 5:00 am. LUGAR DE TRABAJO ZONA INDUSTRIAL DE MONTEVIDEO. Salario: $1.482.177 + Beneficios Adicionales +Prestaciones de ley + Contratación inmediata.",Aplicar,Tiempo Completo,computrabajo,,"Educación mínima: Universidad / Carrera técnica
1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.500.000,00 (Mensual)",Mecanico de Mantenimiento en Bogotá - Fresadora Torno Maquina Industrial,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-mecanico-de-mantenimiento-en-bogota-fresadora-torno-maquina-industrial-en-bogota-dc-611E458F3450AA2661373E686DCF3405#lc=ListOffers-Score-9
